type, ringDim, setup, encryption, AddMany, RotAdd, total_time, value 
n8192-slot-sum, 2048, 59, 8, 0, 13, 80, 8193
n8192-slot-sum, 2048, 60, 9, 0, 13, 82, 8193
n8192-slot-sum, 2048, 59, 8, 0, 13, 80, 8193
n8192-slot-sum, 2048, 59, 8, 0, 13, 80, 8193
n8192-slot-sum, 2048, 59, 9, 0, 13, 81, 8193
n8192-slot-sum, 2048, 61, 8, 0, 13, 82, 8193
n8192-slot-sum, 2048, 67, 8, 0, 13, 88, 8193
n8192-slot-sum, 2048, 63, 8, 0, 13, 84, 8193
n8192-slot-sum, 2048, 59, 8, 0, 13, 80, 8193
n8192-slot-sum, 2048, 59, 8, 0, 13, 80, 8193
n8192-slot-sum, 2048, 59, 8, 0, 13, 80, 8193
n8192-slot-sum, 2048, 59, 8, 0, 13, 80, 8193
n8192-slot-sum, 2048, 61, 8, 0, 13, 82, 8193
n8192-slot-sum, 2048, 63, 9, 0, 13, 85, 8193
n8192-slot-sum, 2048, 60, 9, 0, 13, 82, 8193
n8192-slot-sum, 2048, 60, 8, 0, 13, 81, 8193
n8192-slot-sum, 2048, 63, 8, 0, 13, 84, 8193
n8192-slot-sum, 2048, 59, 8, 0, 13, 80, 8193
n8192-slot-sum, 2048, 63, 9, 0, 16, 88, 8193
n8192-slot-sum, 2048, 59, 8, 0, 13, 80, 8193
n8192-slot-sum, 2048, 59, 8, 0, 13, 80, 8193
n8192-slot-sum, 2048, 60, 8, 0, 13, 81, 8193
n8192-slot-sum, 2048, 59, 8, 0, 13, 80, 8193
n8192-slot-sum, 2048, 67, 8, 0, 13, 88, 8193
n8192-slot-sum, 2048, 59, 8, 0, 13, 80, 8193
n8192-slot-sum, 2048, 61, 8, 0, 13, 82, 8193
n8192-slot-sum, 2048, 60, 9, 0, 13, 82, 8193
n8192-slot-sum, 2048, 59, 8, 0, 13, 80, 8193
n8192-slot-sum, 2048, 60, 8, 0, 13, 81, 8193
n8192-slot-sum, 2048, 59, 8, 0, 13, 80, 8193
n8192-slot-sum, 2048, 60, 8, 0, 13, 81, 8193
n8192-slot-sum, 2048, 58, 8, 0, 13, 79, 8193
n8192-slot-sum, 2048, 61, 8, 0, 13, 82, 8193
n8192-slot-sum, 2048, 59, 9, 0, 13, 81, 8193
n8192-slot-sum, 2048, 60, 8, 0, 13, 81, 8193
n8192-slot-sum, 2048, 59, 9, 0, 13, 81, 8193
n8192-slot-sum, 2048, 59, 9, 0, 13, 81, 8193
n8192-slot-sum, 2048, 59, 8, 0, 13, 80, 8193
n8192-slot-sum, 2048, 59, 8, 0, 13, 80, 8193
n8192-slot-sum, 2048, 59, 8, 0, 13, 80, 8193
n8192-slot-sum, 2048, 59, 8, 0, 13, 80, 8193
n8192-slot-sum, 2048, 60, 9, 0, 14, 83, 8193
n8192-slot-sum, 2048, 67, 8, 0, 13, 88, 8193
n8192-slot-sum, 2048, 59, 8, 0, 13, 80, 8193
n8192-slot-sum, 2048, 59, 8, 0, 13, 80, 8193
n8192-slot-sum, 2048, 59, 8, 2, 13, 82, 8193
n8192-slot-sum, 2048, 60, 8, 0, 13, 81, 8193
n8192-slot-sum, 2048, 59, 8, 0, 13, 80, 8193
n8192-slot-sum, 2048, 59, 8, 0, 13, 80, 8193
n8192-slot-sum, 2048, 60, 9, 0, 13, 82, 8193
n8192-slot-sum, 2048, 63, 8, 0, 13, 84, 8193
n8192-slot-sum, 2048, 59, 8, 0, 13, 80, 8193
n8192-slot-sum, 2048, 67, 8, 0, 13, 88, 8193
n8192-slot-sum, 2048, 59, 8, 0, 13, 80, 8193
n8192-slot-sum, 2048, 60, 9, 0, 13, 82, 8193
n8192-slot-sum, 2048, 59, 8, 0, 13, 80, 8193
n8192-slot-sum, 2048, 59, 8, 0, 13, 80, 8193
n8192-slot-sum, 2048, 59, 8, 0, 13, 80, 8193
n8192-slot-sum, 2048, 59, 8, 0, 13, 80, 8193
n8192-slot-sum, 2048, 61, 8, 0, 13, 82, 8193
n8192-slot-sum, 2048, 63, 8, 0, 13, 84, 8193
n8192-slot-sum, 2048, 59, 8, 0, 13, 80, 8193
n8192-slot-sum, 2048, 59, 8, 0, 13, 80, 8193
n8192-slot-sum, 2048, 63, 8, 0, 14, 85, 8193
n8192-slot-sum, 2048, 73, 9, 0, 13, 95, 8193
n8192-slot-sum, 2048, 62, 8, 0, 13, 83, 8193
n8192-slot-sum, 2048, 59, 8, 0, 13, 80, 8193
n8192-slot-sum, 2048, 62, 8, 0, 13, 83, 8193
n8192-slot-sum, 2048, 59, 8, 0, 13, 80, 8193
n8192-slot-sum, 2048, 59, 8, 0, 13, 80, 8193
n8192-slot-sum, 2048, 60, 8, 0, 13, 81, 8193
n8192-slot-sum, 2048, 61, 8, 0, 13, 82, 8193
n8192-slot-sum, 2048, 62, 8, 0, 13, 83, 8193
n8192-slot-sum, 2048, 63, 8, 0, 13, 84, 8193
n8192-slot-sum, 2048, 59, 8, 0, 13, 80, 8193
n8192-slot-sum, 2048, 59, 8, 0, 14, 81, 8193
n8192-slot-sum, 2048, 59, 9, 0, 13, 81, 8193
n8192-slot-sum, 2048, 59, 8, 0, 13, 80, 8193
n8192-slot-sum, 2048, 60, 8, 0, 13, 81, 8193
n8192-slot-sum, 2048, 59, 8, 0, 13, 80, 8193
n8192-slot-sum, 2048, 60, 8, 0, 13, 81, 8193
n8192-slot-sum, 2048, 69, 9, 0, 13, 91, 8193
n8192-slot-sum, 2048, 60, 9, 0, 13, 82, 8193
n8192-slot-sum, 2048, 61, 8, 0, 13, 82, 8193
n8192-slot-sum, 2048, 59, 8, 0, 13, 80, 8193
n8192-slot-sum, 2048, 59, 9, 0, 13, 81, 8193
n8192-slot-sum, 2048, 60, 9, 0, 14, 83, 8193
n8192-slot-sum, 2048, 60, 8, 0, 13, 81, 8193
n8192-slot-sum, 2048, 61, 8, 0, 13, 82, 8193
n8192-slot-sum, 2048, 59, 8, 0, 13, 80, 8193
n8192-slot-sum, 2048, 61, 9, 0, 14, 84, 8193
n8192-slot-sum, 2048, 61, 8, 0, 13, 82, 8193
n8192-slot-sum, 2048, 62, 8, 0, 13, 83, 8193
n8192-slot-sum, 2048, 59, 9, 0, 13, 81, 8193
n8192-slot-sum, 2048, 66, 9, 0, 13, 88, 8193
n8192-slot-sum, 2048, 60, 8, 0, 13, 81, 8193
n8192-slot-sum, 2048, 59, 8, 0, 13, 80, 8193
n8192-slot-sum, 2048, 59, 8, 0, 13, 80, 8193
n8192-slot-sum, 2048, 59, 8, 0, 13, 80, 8193
n8192-slot-sum, 2048, 59, 8, 0, 13, 80, 8193
n10x8192-slot-sum, 2048, 59, 75, 3, 9, 146, 81921
n10x8192-slot-sum, 2048, 59, 76, 3, 8, 146, 81921
n10x8192-slot-sum, 2048, 59, 76, 3, 9, 147, 81921
n10x8192-slot-sum, 2048, 59, 75, 3, 8, 145, 81921
n10x8192-slot-sum, 2048, 59, 77, 3, 8, 147, 81921
n10x8192-slot-sum, 2048, 60, 76, 3, 8, 147, 81921
n10x8192-slot-sum, 2048, 60, 75, 3, 8, 146, 81921
n10x8192-slot-sum, 2048, 59, 76, 3, 9, 147, 81921
n10x8192-slot-sum, 2048, 59, 77, 3, 8, 147, 81921
n10x8192-slot-sum, 2048, 59, 76, 3, 9, 147, 81921
n10x8192-slot-sum, 2048, 59, 75, 3, 9, 146, 81921
n10x8192-slot-sum, 2048, 60, 76, 3, 8, 147, 81921
n10x8192-slot-sum, 2048, 65, 75, 3, 9, 152, 81921
n10x8192-slot-sum, 2048, 60, 75, 3, 8, 146, 81921
n10x8192-slot-sum, 2048, 60, 75, 3, 9, 147, 81921
n10x8192-slot-sum, 2048, 59, 75, 3, 11, 148, 81921
n10x8192-slot-sum, 2048, 63, 75, 3, 8, 149, 81921
n10x8192-slot-sum, 2048, 59, 75, 3, 8, 145, 81921
n10x8192-slot-sum, 2048, 59, 75, 3, 8, 145, 81921
n10x8192-slot-sum, 2048, 59, 78, 3, 8, 148, 81921
n10x8192-slot-sum, 2048, 67, 76, 3, 8, 154, 81921
n10x8192-slot-sum, 2048, 60, 75, 3, 9, 147, 81921
n10x8192-slot-sum, 2048, 62, 75, 3, 8, 148, 81921
n10x8192-slot-sum, 2048, 60, 76, 3, 9, 148, 81921
n10x8192-slot-sum, 2048, 60, 75, 3, 8, 146, 81921
n10x8192-slot-sum, 2048, 59, 75, 3, 8, 145, 81921
n10x8192-slot-sum, 2048, 60, 76, 3, 9, 148, 81921
n10x8192-slot-sum, 2048, 59, 75, 3, 9, 146, 81921
n10x8192-slot-sum, 2048, 59, 76, 3, 9, 147, 81921
n10x8192-slot-sum, 2048, 62, 75, 3, 8, 148, 81921
n10x8192-slot-sum, 2048, 62, 76, 3, 9, 150, 81921
n10x8192-slot-sum, 2048, 59, 75, 3, 9, 146, 81921
n10x8192-slot-sum, 2048, 59, 76, 3, 9, 147, 81921
n10x8192-slot-sum, 2048, 59, 76, 3, 9, 147, 81921
n10x8192-slot-sum, 2048, 59, 75, 3, 9, 146, 81921
n10x8192-slot-sum, 2048, 59, 75, 3, 8, 145, 81921
n10x8192-slot-sum, 2048, 59, 75, 3, 8, 145, 81921
n10x8192-slot-sum, 2048, 62, 75, 3, 8, 148, 81921
n10x8192-slot-sum, 2048, 60, 76, 3, 9, 148, 81921
n10x8192-slot-sum, 2048, 59, 75, 3, 9, 146, 81921
n10x8192-slot-sum, 2048, 59, 75, 4, 9, 147, 81921
n10x8192-slot-sum, 2048, 61, 76, 3, 9, 149, 81921
n10x8192-slot-sum, 2048, 64, 77, 3, 8, 152, 81921
n10x8192-slot-sum, 2048, 60, 76, 3, 9, 148, 81921
n10x8192-slot-sum, 2048, 59, 75, 3, 8, 145, 81921
n10x8192-slot-sum, 2048, 59, 75, 3, 9, 146, 81921
n10x8192-slot-sum, 2048, 60, 75, 3, 8, 146, 81921
n10x8192-slot-sum, 2048, 59, 75, 3, 8, 145, 81921
n10x8192-slot-sum, 2048, 61, 75, 3, 8, 147, 81921
n10x8192-slot-sum, 2048, 59, 75, 3, 8, 145, 81921
n10x8192-slot-sum, 2048, 59, 75, 3, 8, 145, 81921
n10x8192-slot-sum, 2048, 59, 76, 3, 9, 147, 81921
n10x8192-slot-sum, 2048, 60, 75, 3, 8, 146, 81921
n10x8192-slot-sum, 2048, 59, 76, 3, 9, 147, 81921
n10x8192-slot-sum, 2048, 60, 75, 3, 8, 146, 81921
n10x8192-slot-sum, 2048, 59, 75, 3, 8, 145, 81921
n10x8192-slot-sum, 2048, 70, 75, 3, 9, 157, 81921
n10x8192-slot-sum, 2048, 60, 76, 3, 9, 148, 81921
n10x8192-slot-sum, 2048, 66, 78, 3, 9, 156, 81921
n10x8192-slot-sum, 2048, 59, 76, 3, 9, 147, 81921
n10x8192-slot-sum, 2048, 59, 77, 3, 9, 148, 81921
n10x8192-slot-sum, 2048, 59, 75, 3, 8, 145, 81921
n10x8192-slot-sum, 2048, 59, 75, 3, 8, 145, 81921
n10x8192-slot-sum, 2048, 60, 75, 3, 8, 146, 81921
n10x8192-slot-sum, 2048, 60, 75, 3, 9, 147, 81921
n10x8192-slot-sum, 2048, 59, 75, 3, 8, 145, 81921
n10x8192-slot-sum, 2048, 59, 75, 3, 8, 145, 81921
n10x8192-slot-sum, 2048, 59, 75, 3, 8, 145, 81921
n10x8192-slot-sum, 2048, 59, 75, 3, 8, 145, 81921
n10x8192-slot-sum, 2048, 59, 75, 3, 9, 146, 81921
n10x8192-slot-sum, 2048, 59, 76, 3, 9, 147, 81921
n10x8192-slot-sum, 2048, 59, 75, 3, 8, 145, 81921
n10x8192-slot-sum, 2048, 58, 75, 3, 8, 144, 81921
n10x8192-slot-sum, 2048, 60, 75, 3, 8, 146, 81921
